SEQ,STATE_DT,STATE_TIME,DECIDE_CNT,CLEAR_CNT,EXAM_CNT,DEATH_CNT,CARE_CNT,RESULT_NEG_CNT,ACC_EXAM_CNT,ACC_EXAM_COMP_CNT,ACC_DEF_RATE,CREATE_DT,UPDATE_DT
692,2021-11-09,00:00,383407,350658,1520380,2998,29751,14309086,16212873,14692493,2.6095435267,2021-11-09 09:24:09.116,null
691,2021-11-08,00:00,381692,347797,1518345,2980,30915,14260796,16160833,14642488,2.6067427885,2021-11-08 09:28:41.663,2021-11-09 09:30:27.242
690,2021-11-07,00:00,379934,346801,1497751,2967,30166,14253188,16130873,14633122,2.5963974058,2021-11-07 09:29:07.692,2021-11-08 09:08:05.416
689,2021-11-06,00:00,377710,345566,1472186,2956,29188,14249291,16099187,14627001,2.5822791698,2021-11-06 09:37:28.182,2021-11-08 09:07:48.135
688,2021-11-05,00:00,375463,343237,1475027,2936,29290,14201178,16051668,14576641,2.5757854638,2021-11-05 09:27:51.19,2021-11-07 09:44:48.33
687,2021-11-04,00:00,373120,341888,1464968,2916,28316,14163144,16001232,14536264,2.5668218463,2021-11-04 09:27:32.684,null
686,2021-11-03,00:00,370638,340471,1451112,2892,27275,14131777,15953527,14502415,2.5556984819,2021-11-03 09:28:24.308,2021-11-04 09:27:53.323
685,2021-11-02,00:00,367970,338947,1443843,2874,26149,14093372,15905185,14461342,2.5445079716,2021-11-02 09:30:05.194,2021-11-04 09:31:12.867
684,2021-11-01,00:00,366382,337353,1424100,2858,26171,14058818,15849300,14425200,2.5398746637,2021-11-01 06:42:25.145,2021-11-04 09:31:23.547
683,2021-10-31,00:00,364697,336548,1386962,2849,25300,14052403,15804062,14417100,2.5296141387,2021-10-31 09:17:32.729,2021-11-04 09:31:44.097
682,2021-10-30,00:00,362636,334581,1366434,2830,25225,14046627,15775697,14409263,2.5166866619,2021-10-30 09:42:07.803,2021-11-04 09:31:55.49
681,2021-10-29,00:00,360532,332995,1358692,2817,24720,14011558,15730782,14372090,2.5085565147,2021-10-29 09:31:17.46,2021-11-04 09:32:05.724
680,2021-10-28,00:00,358411,330853,1389130,2808,24750,13930645,15678186,14289056,2.5082902607,2021-10-28 09:33:44.198,2021-11-01 06:34:15.071
679,2021-10-27,00:00,356300,329658,1387186,2797,23845,13884820,15628306,14241120,2.5019099621,2021-10-27 10:10:24.763,2021-10-30 09:44:12.063
677,2021-10-26,00:00,354355,327592,1366840,2788,23975,13858235,15579430,14212590,2.4932471843,2021-10-26 09:39:33.439,2021-10-26 19:11:36.585
676,2021-10-25,00:00,353083,324448,1368282,2773,25862,13809107,15530472,14162190,2.4931384199,2021-10-25 09:45:03.736,2021-10-30 09:44:54.809
675,2021-10-24,00:00,351893,323393,1354359,2766,25734,13798727,15504979,14150620,2.4867673642,2021-10-24 09:33:19.08,2021-10-30 09:45:50.551
674,2021-10-23,00:00,350472,322536,1339287,2745,25191,13791710,15481469,14142182,2.4782031513,2021-10-23 10:02:54.872,2021-10-28 09:30:49.899
673,2021-10-22,00:00,348964,320317,1327170,2725,25922,13761248,15437382,14110212,2.4731308076,2021-10-22 09:40:09.614,2021-10-28 09:30:42.515
672,2021-10-21,00:00,347526,317755,1334586,2709,27062,13709892,15392004,14057418,2.4721894162,2021-10-21 09:43:46.67,2021-10-28 09:30:26.032
671,2021-10-20,00:00,346085,316607,1325132,2698,26780,13673512,15344729,14019597,2.4685802309,2021-10-20 09:37:29.36,2021-10-28 09:30:16.686
670,2021-10-19,00:00,344514,313432,1323771,2689,28393,13628545,15296830,13973059,2.4655589015,2021-10-19 09:37:01.052,2021-10-28 09:30:04.103
669,2021-10-18,00:00,343441,311781,1320566,2668,28992,13582339,15246346,13925780,2.4662245130,2021-10-18 09:39:38.125,2021-10-28 09:29:55.295
668,2021-10-17,00:00,342391,310344,1312433,2660,29387,13566040,15220864,13908431,2.4617514369,2021-10-17 10:04:43.41,2021-10-28 09:29:46.068
667,2021-10-16,00:00,340971,308187,1293233,2644,30140,13563983,15198187,13904954,2.4521548219,2021-10-16 09:35:29.169,2021-10-28 09:29:35.805
666,2021-10-15,00:00,339354,305851,1309168,2626,30877,13503999,15152521,13843353,2.4513858745,2021-10-15 09:39:06.702,2021-10-28 19:13:07.804
665,2021-10-14,00:00,337671,303719,1296534,2618,31334,13472155,15106360,13809826,2.4451502864,2021-10-14 09:34:17.552,2021-10-28 09:28:39.581
664,2021-10-13,00:00,335732,302066,1285868,2605,31061,13440812,15062412,13776544,2.4369827440,2021-10-13 09:35:45.02,2021-10-28 09:28:28.48
663,2021-10-12,00:00,334149,299260,1276809,2594,32295,13396614,15007572,13730763,2.4335792555,2021-10-12 10:34:11.074,2021-10-28 09:28:16.636
662,2021-10-11,00:00,332803,298022,1255745,2583,32198,13388859,14977407,13721662,2.4253840387,2021-10-11 09:36:36.635,2021-10-28 09:28:03.328
661,2021-10-10,00:00,331506,296708,1261712,2575,32223,13358428,14951646,13689934,2.4215310314,2021-10-10 09:40:09.109,2021-10-28 09:27:46.567
660,2021-10-09,00:00,329912,294929,1247124,2560,32423,13348827,14925863,13678739,2.4118597481,2021-10-09 09:42:58.176,2021-10-28 09:27:35.791
659,2021-10-08,00:00,327959,292091,1232857,2554,33314,13321370,14882186,13649329,2.4027481497,2021-10-08 09:46:59.694,2021-10-28 09:27:22.408
658,2021-10-07,00:00,325788,288822,1239741,2544,34422,13268436,14833965,13594224,2.3965178152,2021-10-07 09:48:27.592,2021-10-28 09:27:02.424
657,2021-10-06,00:00,323363,287040,1219801,2536,33787,13237774,14780938,13561137,2.3844829530,2021-10-06 09:49:43.197,2021-10-28 09:26:50.574
656,2021-10-05,00:00,321336,284197,1228509,2524,34615,13181782,14731627,13503118,2.3797170401,2021-10-05 09:54:11.433,2021-10-28 09:26:38.781
655,2021-10-04,00:00,319762,282669,1216193,2513,34580,13165256,14701211,13485018,2.3712389557,2021-10-04 09:50:15.715,2021-10-28 09:26:15.517
654,2021-10-03,00:00,318092,278847,1202878,2507,36738,13154145,14675115,13472237,2.3610926678,2021-10-03 10:22:27.003,2021-10-28 09:26:02.548
653,2021-10-02,00:00,316007,277092,1179529,2504,36411,13149149,14644685,13465156,2.3468498991,2021-10-02 09:52:30.389,2021-11-01 06:39:30.832
652,2021-10-01,00:00,313760,275576,1169025,2497,35687,13113426,14596211,13427186,2.3367517214,2021-10-01 09:57:42.109,2021-11-01 06:39:17.105
651,2021-09-30,00:00,311276,274205,1149658,2481,34590,13083312,14544246,13394588,2.3238937994,2021-09-30 09:58:40.205,2021-11-01 06:39:07.437
650,2021-09-29,00:00,308715,272724,1137617,2474,33517,13038919,14485251,13347634,2.3128818186,2021-09-29 09:58:03.378,2021-11-01 06:38:56.4
649,2021-09-28,00:00,305834,270928,1135394,2464,32442,12984337,14425565,13290171,2.3012044013,2021-09-28 09:57:34.945,2021-11-01 06:38:31.954
648,2021-09-27,00:00,303546,269132,1120111,2456,31958,12942271,14365928,13245817,2.2916366729,2021-09-27 10:08:41.366,2021-11-01 06:38:21.019
647,2021-09-26,00:00,301165,268140,1096862,2450,30575,12927905,14325932,13229070,2.2765394695,2021-09-26 09:38:04.296,2021-11-01 06:38:11.541
646,2021-09-25,00:00,298397,266411,1056223,2441,29545,12930717,14285337,13229114,2.2556083498,2021-09-25 10:49:15.225,2021-10-27 21:20:33.866
645,2021-09-24,00:00,295127,264490,1030500,2434,28203,12896055,14221682,13191182,2.2373051937,2021-09-24 09:53:29.116,2021-10-28 19:03:18.131
644,2021-09-23,00:00,292698,262840,1034720,2427,27431,12823651,14151069,13116349,2.2315508683,2021-09-23 10:01:14.491,2021-10-28 19:04:10.216
643,2021-09-22,00:00,290983,261810,997996,2419,26754,12823456,14112435,13114439,2.2187986844,2021-09-22 09:35:53.93,2021-09-29 20:01:46.502
642,2021-09-21,00:00,289263,260088,965875,2413,26762,12826146,14081284,13115409,2.2055202395,2021-09-21 09:39:49.437,2021-09-29 20:03:48.311
641,2021-09-20,00:00,287534,259008,953532,2409,26117,12809908,14050974,13097442,2.1953447092,2021-09-20 09:09:41.18,2021-09-29 20:04:59.469
640,2021-09-19,00:00,285930,257447,932234,2403,26080,12802334,14020498,13088264,2.1846289164,2021-09-19 09:31:46.109,2021-09-29 20:06:48.46
639,2021-09-18,00:00,284021,256012,917857,2394,25615,12784737,13986615,13068758,2.1732822659,2021-09-18 09:58:15.323,2021-10-28 19:15:16.036
638,2021-09-17,00:00,281934,254078,921233,2389,25467,12735788,13938955,13017722,2.1657706317,2021-09-17 10:15:01.593,2021-10-28 19:14:59.754
637,2021-09-16,00:00,279926,252028,920101,2386,25512,12690472,13890499,12970398,2.1581912906,2021-09-16 09:51:44.269,2021-10-28 19:14:42.389
636,2021-09-15,00:00,277984,249820,914120,2380,25784,12646983,13839087,12924967,2.1507521063,2021-09-15 09:51:20.667,2021-10-28 19:14:12.98
635,2021-09-14,00:00,275919,247647,914400,2367,25905,12599920,13790239,12875839,2.1429205506,2021-09-14 09:45:02.459,2021-10-28 19:13:59.622
634,2021-09-13,00:00,274411,245491,925739,2360,26560,12535590,13735740,12810001,2.1421622059,2021-09-13 09:40:59.629,2021-10-28 19:20:08.897
633,2021-09-12,00:00,272978,244445,910419,2359,26174,12520776,13704173,12793754,2.1336817950,2021-09-12 09:35:58.19,2021-10-28 19:21:16.406
632,2021-09-11,00:00,271223,242944,895077,2358,25921,12499160,13665460,12770383,2.1238438972,2021-09-11 09:42:37.082,2021-10-28 19:22:56.574
631,2021-09-10,00:00,269359,240716,888674,2348,26295,12457022,13615055,12726381,2.1165404367,2021-09-10 09:40:06.372,2021-10-28 19:22:17.484
630,2021-09-09,00:00,267466,238901,897924,2343,26222,12403479,13568869,12670945,2.1108607132,2021-09-09 09:40:59.551,2021-10-28 19:38:20.905
629,2021-09-08,00:00,265417,237270,898494,2334,25813,12355753,13519664,12621170,2.1029508357,2021-09-08 09:39:50.468,2021-10-28 19:38:49.98
628,2021-09-07,00:00,263370,235209,886983,2330,25831,12318059,13468412,12581429,2.0933234213,2021-09-07 09:39:03.178,2021-10-28 19:39:14.738
627,2021-09-06,00:00,261773,233678,891318,2327,25768,12263652,13416743,12525425,2.0899330761,2021-09-06 09:43:09.889,2021-10-28 19:39:41.096
626,2021-09-05,00:00,260398,232317,874694,2321,25760,12247641,13382733,12508039,2.0818451237,2021-09-05 10:48:36.114,2021-10-28 19:40:09.375
624,2021-09-04,00:00,258908,230390,850535,2315,26203,12240913,13350356,12499821,2.0712936609,2021-09-04 09:41:36.458,2021-10-28 19:40:31.254
623,2021-09-03,00:00,257105,228603,825198,2308,26194,12204374,13286677,12461479,2.0631981163,2021-09-03 09:44:30.979,2021-10-28 19:40:56.019
622,2021-09-02,00:00,255397,226206,819939,2303,26888,12148175,13223511,12403572,2.0590600836,2021-09-02 09:37:25.055,2021-10-28 19:41:37.871
621,2021-09-01,00:00,253437,224305,780979,2292,26840,12117724,13152140,12371161,2.0486112823,2021-09-01 09:37:02.395,2021-10-28 19:42:08.953
590,2021-08-31,00:00,251413,221688,751241,2285,27440,12092057,13094711,12343470,2.0368097463,2021-08-31 00:00:00.0,2021-10-28 19:43:17.524
589,2021-08-30,00:00,250043,220346,766807,2284,27413,12032828,13049678,12282871,2.0357048445,2021-08-30 00:00:00.0,2021-10-28 19:44:30.053
588,2021-08-29,00:00,248558,218713,762594,2279,27566,12004769,13015921,12253327,2.0284939755,2021-08-29 00:00:00.0,2021-10-28 19:50:42.937
587,2021-08-28,00:00,246939,216974,743177,2276,27689,11993370,12983486,12240309,2.0174245601,2021-08-28 00:00:00.0,2021-10-28 19:51:25.711
586,2021-08-27,00:00,245148,214659,718479,2265,28224,11964162,12927789,12209310,2.0078775950,2021-08-27 00:00:00.0,2021-10-28 19:52:24.206
585,2021-08-26,00:00,243311,212860,710599,2257,28194,11912887,12866797,12156198,2.0015386389,2021-08-26 00:00:00.0,2021-10-28 19:53:00.801
584,2021-08-25,00:00,241429,211154,697586,2237,28038,11867593,12806608,12109022,1.9937943791,2021-08-25 00:00:00.0,2021-10-28 19:53:45.286
583,2021-08-24,00:00,239275,209174,688192,2228,27873,11822284,12749751,12061559,1.9837816985,2021-08-24 00:00:00.0,2021-10-28 19:54:27.094
582,2021-08-23,00:00,237768,207584,689243,2222,27962,11767007,12694018,12004775,1.9806118815,2021-08-23 00:00:00.0,2021-10-28 19:55:03.137
581,2021-08-22,00:00,236351,206257,678447,2215,27879,11749534,12664332,11985885,1.9719111271,2021-08-22 00:00:00.0,2021-10-28 19:55:44.759
580,2021-08-21,00:00,234725,204498,667998,2202,28025,11729868,12632591,11964593,1.9618302101,2021-08-21 00:00:00.0,2021-10-28 19:56:39.865
579,2021-08-20,00:00,232938,202754,659590,2197,27987,11674562,12567090,11907500,1.9562292672,2021-08-20 00:00:00.0,2021-10-28 19:57:43.769
578,2021-08-19,00:00,230798,201213,652740,2191,27394,11635157,12518695,11865955,1.9450436142,2021-08-19 00:00:00.0,2021-10-28 19:58:28.318
577,2021-08-18,00:00,228646,199564,634727,2178,26904,11598303,12461676,11826949,1.9332627544,2021-08-18 00:00:00.0,2021-10-28 20:16:22.884
576,2021-08-17,00:00,226843,197211,320680,2173,27459,11857446,12404969,12084289,1.8771729143,2021-08-17 00:00:00.0,2021-10-28 20:17:26.816
575,2021-08-16,00:00,225471,196186,595225,2167,27118,11552073,12372769,11777544,1.9144144144,2021-08-16 00:00:00.0,2021-10-28 20:18:00.209
574,2021-08-15,00:00,223917,195091,585131,2156,26670,11535663,12344711,11759580,1.9041241268,2021-08-15 00:00:00.0,2021-10-28 20:19:10.498
573,2021-08-14,00:00,222101,193766,562705,2148,26187,11524467,12309273,11746568,1.8907735433,2021-08-14 00:00:00.0,2021-10-28 20:19:59.1
572,2021-08-13,00:00,220173,192235,539535,2144,25794,11498251,12257959,11718424,1.8788618674,2021-08-13 00:00:00.0,2021-10-28 20:20:39.71
571,2021-08-12,00:00,218184,190519,510096,2138,25527,11478755,12207035,11696939,1.8653085221,2021-08-12 00:00:00.0,2021-10-28 20:25:41.348
570,2021-08-11,00:00,216197,189491,488067,2135,24571,11451928,12156192,11668125,1.8528855321,2021-08-11 00:00:00.0,2021-10-28 20:26:29.769
569,2021-08-10,00:00,213976,187508,465922,2134,24334,11432181,12112079,11646157,1.8373099383,2021-08-10 00:00:00.0,2021-10-28 20:27:07.024
568,2021-08-09,00:00,212439,186226,467508,2125,24088,11377877,12057824,11590316,1.8329008458,2021-08-09 00:00:00.0,2021-10-28 20:27:36.514
567,2021-08-08,00:00,210948,184987,466279,2121,23840,11350210,12027437,11561158,1.8246269102,2021-08-08 00:00:00.0,2021-10-28 20:31:36.737
566,2021-08-07,00:00,209221,183670,444937,2116,23435,11341765,11995923,11550986,1.811282604,2021-08-07 00:00:00.000,2021-10-07 10:30:51.51
565,2021-08-06,00:00,207398,182457,427050,2113,22828,11317198,11951646,11524596,1.799611891,2021-08-06 00:00:00.000,2021-10-07 10:30:51.51
564,2021-08-05,00:00,205694,180722,415489,2109,22863,11287247,11908430,11492941,1.789742069,2021-08-05 00:00:00.000,2021-10-07 10:30:51.51
563,2021-08-04,00:00,203919,179388,397889,2106,22425,11262432,11864240,11466351,1.77841233,2021-08-04 00:00:00.000,2021-10-07 10:30:51.51
562,2021-08-03,00:00,202194,177790,368300,2104,22300,11249517,11820011,11451711,1.765622622,2021-08-03 00:00:00.000,2021-10-07 10:30:51.51
561,2021-08-02,00:00,200994,176572,387170,2099,22323,11184435,11772599,11385429,1.765361674,2021-08-02 00:00:00.000,2021-10-07 10:30:51.51
560,2021-08-01,00:00,199776,175267,378600,2098,22411,11173404,11751780,11373180,1.756553576,2021-08-01 00:00:00.000,2021-10-07 10:30:51.51
559,2021-07-31,00:00,198334,174341,369201,2095,21898,11161280,11728815,11359614,1.745957213,2021-07-31 00:00:00.000,2021-10-07 10:30:51.51
558,2021-07-30,00:00,196796,172847,357215,2089,21860,11128951,11682962,11325747,1.737598412,2021-07-30 00:00:00.000,2021-10-07 10:30:51.51
557,2021-07-29,00:00,195086,171428,342326,2085,21573,11100088,11637500,11295174,1.727162415,2021-07-29 00:00:00.000,2021-10-07 10:30:51.51
556,2021-07-28,00:00,193413,170230,323954,2083,21100,11068240,11585607,11261653,1.717447696,2021-07-28 00:00:00.000,2021-10-07 10:30:51.51
555,2021-07-27,00:00,191518,169166,309414,2079,20273,11027670,11528602,11219188,1.707057587,2021-07-27 00:00:00.000,2021-10-07 10:30:51.51
554,2021-07-26,00:00,190155,167302,281003,2077,20776,11001181,11472339,11191336,1.699126896,2021-07-26 00:00:00.000,2021-10-07 10:30:51.51
553,2021-07-25,00:00,188837,166039,274761,2073,20725,10989742,11453340,11178579,1.689275533,2021-07-25 00:00:00.000,2021-10-07 10:30:51.51
552,2021-07-24,00:00,187350,165947,274697,2068,19335,10968471,11430518,11155821,1.67939231,2021-07-24 00:00:00.000,2021-10-07 10:30:51.51
551,2021-07-23,00:00,185723,164819,278011,2066,18838,10924565,11388299,11110288,1.671630834,2021-07-23 00:00:00.000,2021-10-07 10:30:51.51
550,2021-07-22,00:00,184094,163780,269496,2063,18251,10890323,11343913,11074417,1.662335814,2021-07-22 00:00:00.000,2021-10-07 10:30:51.51
549,2021-07-21,00:00,182253,162647,252187,2060,17546,10864229,11298669,11046482,1.649873688,2021-07-21 00:00:00.000,2021-10-07 10:30:51.51
548,2021-07-20,00:00,180472,161207,244671,2059,17206,10826839,11251982,11007311,1.639564831,2021-07-20 00:00:00.000,2021-10-07 10:30:51.51
547,2021-07-19,00:00,179194,159920,240689,2058,17216,10782546,11202429,10961740,1.634722225,2021-07-19 00:00:00.000,2021-10-07 10:30:51.51
546,2021-07-18,00:00,177943,159203,265438,2057,16683,10732596,11175977,10910539,1.630927675,2021-07-18 00:00:00.000,2021-10-07 10:30:51.51
545,2021-07-17,00:00,176490,158528,227636,2055,15907,10745097,11149223,10921587,1.615973942,2021-07-17 00:00:00.000,2021-10-07 10:30:51.51
544,2021-07-16,00:00,175041,157533,218192,2051,15457,10715349,11108582,10890390,1.60729781,2021-07-16 00:00:00.000,2021-10-07 10:30:51.51
543,2021-07-15,00:00,173506,156686,204479,2050,14770,10682469,11060454,10855975,1.598253496,2021-07-15 00:00:00.000,2021-10-07 10:30:51.51
542,2021-07-14,00:00,171907,156084,181905,2048,13775,10655045,11008857,10826952,1.587769115,2021-07-14 00:00:00.000,2021-10-07 10:30:51.51
541,2021-07-13,00:00,170294,155065,179130,2046,13183,10614873,10964297,10785167,1.578964888,2021-07-13 00:00:00.000,2021-10-07 10:30:51.51
540,2021-07-12,00:00,169144,154325,174671,2044,12775,10576081,10919896,10745225,1.574131766,2021-07-12 00:00:00.000,2021-10-07 10:30:51.51
539,2021-07-11,00:00,168044,153760,176062,2043,12241,10558170,10902276,10726214,1.566666486,2021-07-11 00:00:00.000,2021-10-07 10:30:51.51
538,2021-07-10,00:00,166720,153153,169719,2038,11529,10545199,10881638,10711919,1.556397131,2021-07-10 00:00:00.000,2021-10-07 10:30:51.51
537,2021-07-09,00:00,165342,152498,160468,2036,10808,10518405,10844215,10683747,1.547603102,2021-07-09 00:00:00.000,2021-10-07 10:30:51.51
536,2021-07-08,00:00,164026,151923,151158,2034,10069,10487596,10802780,10651622,1.539915705,2021-07-08 00:00:00.000,2021-10-07 10:30:51.51
535,2021-07-07,00:00,162751,151500,142748,2033,9218,10461001,10766500,10623752,1.531954059,2021-07-07 00:00:00.000,2021-10-07 10:30:51.51
534,2021-07-06,00:00,161540,150759,141699,2032,8749,10432476,10735715,10594016,1.52482307,2021-07-06 00:00:00.000,2021-10-07 10:30:51.51
533,2021-07-05,00:00,160794,150043,134893,2028,8723,10404446,10700133,10565240,1.521915262,2021-07-05 00:00:00.000,2021-10-07 10:30:51.51
532,2021-07-04,00:00,160083,149613,136297,2026,8444,10388744,10685124,10548827,1.517543135,2021-07-04 00:00:00.000,2021-10-07 10:30:51.51
531,2021-07-03,00:00,159340,149131,133909,2025,8184,10377367,10670616,10536707,1.512237172,2021-07-03 00:00:00.000,2021-10-07 10:30:51.51
530,2021-07-02,00:00,158546,148318,130666,2024,8204,10352389,10641601,10510935,1.508391023,2021-07-02 00:00:00.000,2021-10-07 10:30:51.51
529,2021-07-01,00:00,157721,148024,124925,2021,7676,10331669,10614315,10489390,1.503624138,2021-07-01 00:00:00.000,2021-10-07 10:30:51.51
528,2021-06-30,00:00,156960,147692,114110,2018,7250,10308001,10579071,10464961,1.499862255,2021-06-30 00:00:00.000,2021-10-07 10:30:51.51
527,2021-06-29,00:00,156166,147075,116858,2017,7074,10282716,10555740,10438882,1.496003116,2021-06-29 00:00:00.000,2021-10-07 10:30:51.51
526,2021-06-28,00:00,155571,146672,114843,2015,6884,10250514,10520928,10406085,1.495000281,2021-06-28 00:00:00.000,2021-10-07 10:30:51.51
525,2021-06-27,00:00,155070,146337,116376,2013,6720,10237231,10508677,10392301,1.492162323,2021-06-27 00:00:00.000,2021-10-07 10:30:51.51
524,2021-06-26,00:00,154456,145986,114573,2012,6458,10226486,10495515,10380942,1.487880387,2021-06-26 00:00:00.000,2021-10-07 10:30:51.51
523,2021-06-25,00:00,153788,145385,122188,2009,6394,10190568,10466544,10344356,1.486685106,2021-06-25 00:00:00.000,2021-10-07 10:30:51.51
522,2021-06-24,00:00,153154,144783,120971,2008,6363,10164656,10438781,10317810,1.484365384,2021-06-24 00:00:00.000,2021-10-07 10:30:51.51
521,2021-06-23,00:00,152544,144373,129791,2007,6164,10127613,10409948,10280157,1.483868388,2021-06-23 00:00:00.000,2021-10-07 10:30:51.51
520,2021-06-22,00:00,151899,143811,127127,2006,6082,10101016,10380042,10252915,1.481520134,2021-06-22 00:00:00.000,2021-10-07 10:30:51.51
519,2021-06-21,00:00,151505,143257,128433,2004,6244,10066108,10346046,10217613,1.48278272,2021-06-21 00:00:00.000,2021-10-07 10:30:51.51
518,2021-06-20,00:00,151148,142887,131062,2002,6259,10053423,10335633,10204571,1.481179366,2021-06-20 00:00:00.000,2021-10-07 10:30:51.51
517,2021-06-19,00:00,150719,142379,128721,1997,6343,10043713,10323153,10194432,1.478444312,2021-06-19 00:00:00.000,2021-10-07 10:30:51.51
516,2021-06-18,00:00,150237,141809,125837,1996,6432,10017973,10294047,10168210,1.477516692,2021-06-18 00:00:00.000,2021-10-07 10:30:51.51
515,2021-06-17,00:00,149730,141022,121319,1994,6714,9986786,10257835,10136516,1.477134747,2021-06-17 00:00:00.000,2021-10-07 10:30:51.51
514,2021-06-16,00:00,149190,140431,118764,1993,6766,9961429,10229383,10110619,1.475577311,2021-06-16 00:00:00.000,2021-10-07 10:30:51.51
513,2021-06-15,00:00,148645,139726,123664,1992,6927,9924159,10196468,10072804,1.475706268,2021-06-15 00:00:00.000,2021-10-07 10:30:51.51
512,2021-06-14,00:00,148272,139015,123424,1988,7269,9893800,10165496,10042072,1.476508035,2021-06-14 00:00:00.000,2021-10-07 10:30:51.51
511,2021-06-13,00:00,147873,138572,124517,1985,7316,9880516,10152906,10028389,1.474543917,2021-06-13 00:00:00.000,2021-10-07 10:30:51.51
510,2021-06-12,00:00,147421,138030,122200,1982,7409,9870913,10140534,10018334,1.47151213,2021-06-12 00:00:00.000,2021-10-07 10:30:51.51
509,2021-06-11,00:00,146856,137217,133753,1981,7658,9830454,10111063,9977310,1.471899741,2021-06-11 00:00:00.000,2021-10-07 10:30:51.51
508,2021-06-10,00:00,146300,136705,130327,1979,7616,9800234,10076861,9946534,1.470864122,2021-06-10 00:00:00.000,2021-10-07 10:30:51.51
