SEQ,STATE_DT,STATE_TIME,DECIDE_CNT,CLEAR_CNT,EXAM_CNT,DEATH_CNT,CARE_CNT,RESULT_NEG_CNT,ACC_EXAM_CNT,ACC_EXAM_COMP_CNT,ACC_DEF_RATE,CREATE_DT,UPDATE_DT
345,2020-12-29,00:00,58709,40685,170962,859,17165,3868502,4098173,3927211,1.494928589,2020-12-29 00:00:00.000,2021-10-07 10:30:51.51
344,2020-12-28,00:00,57665,39249,169878,819,17597,3810757,4038300,3868422,1.490659499,2020-12-28 00:00:00.000,2021-10-07 10:30:51.51
343,2020-12-27,00:00,56859,39020,166976,808,17031,3782571,4006406,3839430,1.48092295,2020-12-27 00:00:00.000,2021-10-07 10:30:51.51
342,2020-12-26,00:00,55889,38514,157012,793,16582,3756508,3969409,3812397,1.465980589,2020-12-26 00:00:00.000,2021-10-07 10:30:51.51
341,2020-12-25,00:00,54758,38028,156789,773,15957,3727805,3939352,3782563,1.447642776,2020-12-25 00:00:00.000,2021-10-07 10:30:51.51
340,2020-12-24,00:00,53518,37400,150533,756,15362,3678154,3882205,3731672,1.434156057,2020-12-24 00:00:00.000,2021-10-07 10:30:51.51
339,2020-12-23,00:00,52533,36710,153109,739,15084,3620923,3826565,3673456,1.430070212,2020-12-23 00:00:00.000,2021-10-07 10:30:51.51
338,2020-12-22,00:00,51443,35912,151129,722,14809,3569853,3772425,3621296,1.420568769,2020-12-22 00:00:00.000,2021-10-07 10:30:51.51
337,2020-12-21,00:00,50577,35139,146438,698,14740,3516841,3713856,3567418,1.417748074,2020-12-21 00:00:00.000,2021-10-07 10:30:51.51
336,2020-12-20,00:00,49653,34709,139475,674,14270,3493963,3683091,3543616,1.401195841,2020-12-20 00:00:00.000,2021-10-07 10:30:51.51
335,2020-12-19,00:00,48557,34322,126233,659,13576,3471455,3646245,3520012,1.379455525,2020-12-19 00:00:00.000,2021-10-07 10:30:51.51
334,2020-12-18,00:00,47512,33966,110618,645,12901,3431665,3589795,3479177,1.365610315,2020-12-18 00:00:00.000,2021-10-07 10:30:51.51
333,2020-12-17,00:00,46448,33595,99258,634,12219,3393132,3538838,3439580,1.350397432,2020-12-17 00:00:00.000,2021-10-07 10:30:51.51
332,2020-12-16,00:00,45434,32934,94784,612,11888,3348549,3488767,3393983,1.338663158,2020-12-16 00:00:00.000,2021-10-07 10:30:51.51
331,2020-12-15,00:00,44356,32548,93473,600,11208,3303389,3441218,3347745,1.324951572,2020-12-15 00:00:00.000,2021-10-07 10:30:51.51
330,2020-12-14,00:00,43476,32092,89247,587,10797,3264314,3397037,3307790,1.314351878,2020-12-14 00:00:00.000,2021-10-07 10:30:51.51
329,2020-12-13,00:00,42758,31803,90127,580,10375,3241708,3374593,3284466,1.301825015,2020-12-13 00:00:00.000,2021-10-07 10:30:51.51
328,2020-12-12,00:00,41728,31482,86742,578,9668,3221392,3349862,3263120,1.278776141,2020-12-12 00:00:00.000,2021-10-07 10:30:51.51
327,2020-12-11,00:00,40778,31147,77688,572,9059,3192745,3311211,3233523,1.261101282,2020-12-11 00:00:00.000,2021-10-07 10:30:51.51
326,2020-12-10,00:00,40089,30626,72764,564,8899,3165093,3277946,3205182,1.250755807,2020-12-10 00:00:00.000,2021-10-07 10:30:51.51
325,2020-12-09,00:00,39409,30167,71274,556,8686,3142536,3253219,3181945,1.238519208,2020-12-09 00:00:00.000,2021-10-07 10:30:51.51
324,2020-12-08,00:00,38739,29640,75080,552,8547,3107497,3221316,3146236,1.231280807,2020-12-08 00:00:00.000,2021-10-07 10:30:51.51
323,2020-12-07,00:00,38152,29293,68010,549,8310,3103205,3209367,3141357,1.214506979,2020-12-07 00:00:00.000,2021-10-07 10:30:51.51
322,2020-12-06,00:00,37537,29120,67716,545,7872,3089605,3194858,3127142,1.200361224,2020-12-06 00:00:00.000,2021-10-07 10:30:51.51
321,2020-12-05,00:00,36906,28907,66267,540,7459,3077314,3180487,3114220,1.185080052,2020-12-05 00:00:00.000,2021-10-07 10:30:51.51
320,2020-12-04,00:00,36329,28599,64017,536,7194,3057061,3157407,3093390,1.174407365,2020-12-04 00:00:00.000,2021-10-07 10:30:51.51
319,2020-12-03,00:00,35701,28341,65788,529,6831,3030395,3131884,3066096,1.164379719,2020-12-03 00:00:00.000,2021-10-07 10:30:51.51
318,2020-12-02,00:00,35161,28053,65154,526,6582,3006653,3106968,3041814,1.155922091,2020-12-02 00:00:00.000,2021-10-07 10:30:51.51
317,2020-12-01,00:00,34650,27875,64892,526,6249,2984453,3083995,3019103,1.147691881,2020-12-01 00:00:00.000,2021-10-07 10:30:51.51
316,2020-11-30,00:00,34199,27612,63365,526,6061,2963606,3061170,2997805,1.140801353,2020-11-30 00:00:00.000,2021-10-07 10:30:51.51
315,2020-11-29,00:00,33761,27506,62829,523,5732,2950318,3046908,2984079,1.131370852,2020-11-29 00:00:00.000,2021-10-07 10:30:51.51
314,2020-11-28,00:00,33311,27328,58794,522,5461,2939835,3031940,2973146,1.120395702,2020-11-28 00:00:00.000,2021-10-07 10:30:51.51
313,2020-11-27,00:00,32808,27097,56637,516,5195,2920054,3009499,2952862,1.111057679,2020-11-27 00:00:00.000,2021-10-07 10:30:51.51
312,2020-11-26,00:00,32253,26944,55361,515,4794,2900368,2987982,2932621,1.099801168,2020-11-26 00:00:00.000,2021-10-07 10:30:51.51
311,2020-11-25,00:00,31672,26819,55838,513,4340,2878832,2966342,2910504,1.088196409,2020-11-25 00:00:00.000,2021-10-07 10:30:51.51
310,2020-11-24,00:00,31290,26716,57769,510,4064,2857277,2946336,2888567,1.083236082,2020-11-24 00:00:00.000,2021-10-07 10:30:51.51
309,2020-11-23,00:00,30941,26532,56455,509,3900,2834676,2922072,2865617,1.079732567,2020-11-23 00:00:00.000,2021-10-07 10:30:51.51
308,2020-11-22,00:00,30670,26461,54029,505,3704,2824128,2908827,2854798,1.074331704,2020-11-22 00:00:00.000,2021-10-07 10:30:51.51
307,2020-11-21,00:00,30340,26361,51345,503,3476,2814998,2896683,2845338,1.066305655,2020-11-21 00:00:00.000,2021-10-07 10:30:51.51
306,2020-11-20,00:00,29954,26260,48143,501,3193,2795283,2873380,2825237,1.060229637,2020-11-20 00:00:00.000,2021-10-07 10:30:51.51
305,2020-11-19,00:00,29606,26094,45525,498,3014,2778664,2853795,2808270,1.05424336,2020-11-19 00:00:00.000,2021-10-07 10:30:51.51
304,2020-11-18,00:00,29281,25969,42688,496,2816,2762363,2834332,2791644,1.048880158,2020-11-18 00:00:00.000,2021-10-07 10:30:51.51
303,2020-11-17,00:00,28996,25856,41202,494,2646,2745555,2815753,2774551,1.045069995,2020-11-17 00:00:00.000,2021-10-07 10:30:51.51
302,2020-11-16,00:00,28766,25755,38314,494,2517,2730609,2797689,2759375,1.042482446,2020-11-16 00:00:00.000,2021-10-07 10:30:51.51
301,2020-11-15,00:00,28544,25688,36378,493,2363,2721954,2786876,2750498,1.037775705,2020-11-15 00:00:00.000,2021-10-07 10:30:51.51
300,2020-11-14,00:00,28336,25633,34692,492,2211,2714259,2777287,2742595,1.033182078,2020-11-14 00:00:00.000,2021-10-07 10:30:51.51
299,2020-11-13,00:00,28131,25532,30119,488,2111,2703159,2761409,2731290,1.029952879,2020-11-13 00:00:00.000,2021-10-07 10:30:51.51
298,2020-11-12,00:00,27940,25400,29284,487,2053,2692546,2749770,2720486,1.027022378,2020-11-12 00:00:00.000,2021-10-07 10:30:51.51
297,2020-11-11,00:00,27797,25261,28688,487,2049,2680047,2736532,2707844,1.026536241,2020-11-11 00:00:00.000,2021-10-07 10:30:51.51
296,2020-11-10,00:00,27652,25155,27855,485,2012,2668452,2723959,2696104,1.025628091,2020-11-10 00:00:00.000,2021-10-07 10:30:51.51
295,2020-11-09,00:00,27552,25025,25802,480,2047,2655844,2709198,2683396,1.02675863,2020-11-09 00:00:00.000,2021-10-07 10:30:51.51
294,2020-11-08,00:00,27426,24965,25648,478,1983,2649805,2702879,2677231,1.024416645,2020-11-08 00:00:00.000,2021-10-07 10:30:51.51
293,2020-11-07,00:00,27283,24908,26217,477,1898,2643748,2697248,2671031,1.021440784,2020-11-07 00:00:00.000,2021-10-07 10:30:51.51
292,2020-11-06,00:00,27194,24818,25629,476,1900,2633490,2686313,2660684,1.02206801,2020-11-06 00:00:00.000,2021-10-07 10:30:51.51
291,2020-11-05,00:00,27049,24732,25062,475,1842,2621594,2673705,2648643,1.021239933,2020-11-05 00:00:00.000,2021-10-07 10:30:51.51
290,2020-11-04,00:00,26924,24613,24255,474,1837,2611080,2662259,2638004,1.020620136,2020-11-04 00:00:00.000,2021-10-07 10:30:51.51
289,2020-11-03,00:00,26807,24505,25815,472,1830,2597237,2649859,2624044,1.021591101,2020-11-03 00:00:00.000,2021-10-07 10:30:51.51
288,2020-11-02,00:00,26732,24391,25524,468,1873,2584394,2636650,2611126,1.023772886,2020-11-02 00:00:00.000,2021-10-07 10:30:51.51
287,2020-11-01,00:00,26635,24353,24838,466,1816,2579157,2630630,2605792,1.02214605,2020-11-01 00:00:00.000,2021-10-07 10:30:51.51
286,2020-10-31,00:00,26511,24307,25678,464,1740,2572303,2624492,2598814,1.020119177,2020-10-31 00:00:00.000,2021-10-07 10:30:51.51
285,2020-10-30,00:00,26384,24223,26373,463,1698,2559474,2612231,2585858,1.020318981,2020-10-30 00:00:00.000,2021-10-07 10:30:51.51
284,2020-10-29,00:00,26271,24163,26148,462,1646,2545559,2597978,2571830,1.021490534,2020-10-29 00:00:00.000,2021-10-07 10:30:51.51
283,2020-10-28,00:00,26146,24068,22904,461,1617,2533910,2582960,2560056,1.021305784,2020-10-28 00:00:00.000,2021-10-07 10:30:51.51
282,2020-10-27,00:00,26043,23975,23003,460,1608,2518541,2567587,2544584,1.023467883,2020-10-27 00:00:00.000,2021-10-07 10:30:51.51
281,2020-10-26,00:00,25955,23895,20763,457,1603,2505546,2552264,2531501,1.025281049,2020-10-26 00:00:00.000,2021-10-07 10:30:51.51
280,2020-10-25,00:00,25836,23863,21682,457,1516,2498628,2546146,2524464,1.023425171,2020-10-25 00:00:00.000,2021-10-07 10:30:51.51
279,2020-10-24,00:00,25775,23828,21888,457,1490,2493016,2540679,2518791,1.023308405,2020-10-24 00:00:00.000,2021-10-07 10:30:51.51
278,2020-10-23,00:00,25698,23711,20430,455,1532,2482493,2528621,2508191,1.024563121,2020-10-23 00:00:00.000,2021-10-07 10:30:51.51
277,2020-10-22,00:00,25543,23641,19813,453,1449,2469969,2515325,2495512,1.02355749,2020-10-22 00:00:00.000,2021-10-07 10:30:51.51
276,2020-10-21,00:00,25422,23576,19493,450,1396,2458574,2503489,2483996,1.0234316,2020-10-21 00:00:00.000,2021-10-07 10:30:51.51
275,2020-10-20,00:00,25333,23458,19379,447,1428,2446599,2491311,2471932,1.024825926,2020-10-20 00:00:00.000,2021-10-07 10:30:51.51
274,2020-10-19,00:00,25275,23360,16763,444,1471,2437188,2479226,2462463,1.026411361,2020-10-19 00:00:00.000,2021-10-07 10:30:51.51
273,2020-10-18,00:00,25199,23305,17781,444,1450,2431549,2474529,2456748,1.025705526,2020-10-18 00:00:00.000,2021-10-07 10:30:51.51
272,2020-10-17,00:00,25108,23252,17318,443,1413,2426101,2468527,2451209,1.02431086,2020-10-17 00:00:00.000,2021-10-07 10:30:51.51
271,2020-10-16,00:00,25035,23173,17355,441,1421,2417036,2459426,2442071,1.025154469,2020-10-16 00:00:00.000,2021-10-07 10:30:51.51
270,2020-10-15,00:00,24988,23075,18262,439,1474,2407489,2450739,2432477,1.027265623,2020-10-15 00:00:00.000,2021-10-07 10:30:51.51
269,2020-10-14,00:00,24878,23023,18396,438,1417,2398169,2441443,2423047,1.02672379,2020-10-14 00:00:00.000,2021-10-07 10:30:51.51
268,2020-10-13,00:00,24794,22856,20124,434,1504,2383842,2428760,2408636,1.029379284,2020-10-13 00:00:00.000,2021-10-07 10:30:51.51
267,2020-10-12,00:00,24703,22722,19192,433,1548,2371715,2415610,2396418,1.030830181,2020-10-12 00:00:00.000,2021-10-07 10:30:51.51
266,2020-10-11,00:00,24605,22686,19303,432,1487,2366575,2410483,2391180,1.028989871,2020-10-11 00:00:00.000,2021-10-07 10:30:51.51
265,2020-10-10,00:00,24547,22617,18982,430,1500,2361155,2404684,2385702,1.028921466,2020-10-10 00:00:00.000,2021-10-07 10:30:51.51
264,2020-10-09,00:00,24475,22562,20699,428,1485,2355059,2400233,2379534,1.028562735,2020-10-09 00:00:00.000,2021-10-07 10:30:51.51
263,2020-10-08,00:00,24421,22457,20978,427,1537,2343445,2388844,2367866,1.031350592,2020-10-08 00:00:00.000,2021-10-07 10:30:51.51
262,2020-10-07,00:00,24352,22326,22138,425,1601,2331583,2378073,2355935,1.033644816,2020-10-07 00:00:00.000,2021-10-07 10:30:51.51
261,2020-10-06,00:00,24238,22073,22737,422,1743,2318458,2365433,2342696,1.034619942,2020-10-06 00:00:00.000,2021-10-07 10:30:51.51
260,2020-10-05,00:00,24163,21878,22447,422,1863,2305768,2352378,2329931,1.037069338,2020-10-05 00:00:00.000,2021-10-07 10:30:51.51
259,2020-10-04,00:00,24090,21837,22116,421,1832,2300139,2346345,2324229,1.03647274,2020-10-04 00:00:00.000,2021-10-07 10:30:51.51
258,2020-10-03,00:00,24026,21779,21287,420,1827,2294546,2339859,2318572,1.036241273,2020-10-03 00:00:00.000,2021-10-07 10:30:51.51
257,2020-10-02,00:00,23951,21725,19995,416,1810,2289831,2333777,2313782,1.035145057,2020-10-02 00:00:00.000,2021-10-07 10:30:51.51
256,2020-10-01,00:00,23888,21658,20029,415,1815,2284518,2328435,2308406,1.034826629,2020-10-01 00:00:00.000,2021-10-07 10:30:51.51
255,2020-09-30,00:00,23811,21586,20596,413,1812,2278592,2322999,2302403,1.034180376,2020-09-30 00:00:00.000,2021-10-07 10:30:51.51
254,2020-09-29,00:00,23698,21462,20056,407,1829,2269290,2313044,2292988,1.033498649,2020-09-29 00:00:00.000,2021-10-07 10:30:51.51
253,2020-09-28,00:00,23660,21284,18587,406,1970,2259056,2301303,2282716,1.036484609,2020-09-28 00:00:00.000,2021-10-07 10:30:51.51
252,2020-09-27,00:00,23610,21240,18878,401,1969,2254029,2296517,2277639,1.036599742,2020-09-27 00:00:00.000,2021-10-07 10:30:51.51
251,2020-09-26,00:00,23515,21158,18508,399,1958,2248322,2290345,2271837,1.035065456,2020-09-26 00:00:00.000,2021-10-07 10:30:51.51
250,2020-09-25,00:00,23454,20971,19575,395,2088,2237247,2280276,2260701,1.037465813,2020-09-25 00:00:00.000,2021-10-07 10:30:51.51
249,2020-09-24,00:00,23340,20824,20782,393,2123,2224877,2268999,2248217,1.038156014,2020-09-24 00:00:00.000,2021-10-07 10:30:51.51
248,2020-09-23,00:00,23215,20643,20527,388,2184,2213157,2256899,2236372,1.038065223,2020-09-23 00:00:00.000,2021-10-07 10:30:51.51
247,2020-09-22,00:00,23105,20434,23222,388,2283,2198785,2245112,2221890,1.039880462,2020-09-22 00:00:00.000,2021-10-07 10:30:51.51
246,2020-09-21,00:00,23044,20239,22536,385,2420,2186009,2231589,2209053,1.043161934,2020-09-21 00:00:00.000,2021-10-07 10:30:51.51
245,2020-09-20,00:00,22974,20150,24274,383,2441,2179453,2226701,2202427,1.043121974,2020-09-20 00:00:00.000,2021-10-07 10:30:51.51
244,2020-09-19,00:00,22892,19962,24705,378,2552,2171565,2219162,2194457,1.043173778,2020-09-19 00:00:00.000,2021-10-07 10:30:51.51
243,2020-09-18,00:00,22782,19761,25403,377,2644,2158180,2206365,2180962,1.044584913,2020-09-18 00:00:00.000,2021-10-07 10:30:51.51
242,2020-09-17,00:00,22656,19533,25508,372,2751,2143728,2191892,2166384,1.045797975,2020-09-17 00:00:00.000,2021-10-07 10:30:51.51
241,2020-09-16,00:00,22503,19298,25842,367,2838,2130487,2178832,2152990,1.045197609,2020-09-16 00:00:00.000,2021-10-07 10:30:51.51
240,2020-09-15,00:00,22390,18870,27310,367,3153,2114878,2164578,2137268,1.047599084,2020-09-15 00:00:00.000,2021-10-07 10:30:51.51
239,2020-09-14,00:00,22284,18482,27476,363,3439,2101242,2151002,2123526,1.049386728,2020-09-14 00:00:00.000,2021-10-07 10:30:51.51
238,2020-09-13,00:00,22175,18221,27705,358,3596,2093390,2143270,2115565,1.048183346,2020-09-13 00:00:00.000,2021-10-07 10:30:51.51
237,2020-09-12,00:00,22054,18022,27826,355,3677,2085577,2135457,2107631,1.046388101,2020-09-12 00:00:00.000,2021-10-07 10:30:51.51
236,2020-09-11,00:00,21918,17609,29423,350,3959,2067870,2119211,2089788,1.048814521,2020-09-11 00:00:00.000,2021-10-07 10:30:51.51
235,2020-09-10,00:00,21742,17353,33018,346,4043,2044831,2099591,2066573,1.052079941,2020-09-10 00:00:00.000,2021-10-07 10:30:51.51
234,2020-09-09,00:00,21587,17016,36533,344,4227,2024114,2082234,2045701,1.0552373,2020-09-09 00:00:00.000,2021-10-07 10:30:51.51
233,2020-09-08,00:00,21431,16631,43370,341,4459,2001277,2066078,2022708,1.059520208,2020-09-08 00:00:00.000,2021-10-07 10:30:51.51
232,2020-09-07,00:00,21295,16288,47109,336,4671,1982893,2051297,2004188,1.062525072,2020-09-07 00:00:00.000,2021-10-07 10:30:51.51
231,2020-09-06,00:00,21176,16118,49621,334,4724,1975138,2045935,1996314,1.060754971,2020-09-06 00:00:00.000,2021-10-07 10:30:51.51
230,2020-09-05,00:00,21009,15983,52077,333,4693,1963959,2037045,1984968,1.058404972,2020-09-05 00:00:00.000,2021-10-07 10:30:51.51
229,2020-09-04,00:00,20841,15764,52266,331,4746,1945799,2018906,1966640,1.059726234,2020-09-04 00:00:00.000,2021-10-07 10:30:51.51
228,2020-09-03,00:00,20643,15522,55524,329,4792,1924385,2000552,1945028,1.061321482,2020-09-03 00:00:00.000,2021-10-07 10:30:51.51
227,2020-09-02,00:00,20448,15351,56748,326,4771,1903099,1980295,1923547,1.063036151,2020-09-02 00:00:00.000,2021-10-07 10:30:51.51
226,2020-09-01,00:00,20181,15192,56743,324,4665,1882156,1959080,1902337,1.060853045,2020-09-01 00:00:00.000,2021-10-07 10:30:51.51
225,2020-08-31,00:00,19946,14966,57876,324,4656,1859867,1937689,1879813,1.061062989,2020-08-31 00:00:00.000,2021-10-07 10:30:51.51
224,2020-08-30,00:00,19698,14898,58021,323,4477,1846451,1924170,1866149,1.055542725,2020-08-30 00:00:00.000,2021-10-07 10:30:51.51
223,2020-08-29,00:00,19399,14760,54046,321,4318,1835884,1909329,1855283,1.045608675,2020-08-29 00:00:00.000,2021-10-07 10:30:51.51
222,2020-08-28,00:00,19076,14547,50711,316,4213,1817930,1887717,1837006,1.038428835,2020-08-28 00:00:00.000,2021-10-07 10:30:51.51
221,2020-08-27,00:00,18705,14457,52041,313,3935,1798833,1869579,1817538,1.029139418,2020-08-27 00:00:00.000,2021-10-07 10:30:51.51
220,2020-08-26,00:00,18264,14364,52795,312,3588,1778447,1849506,1796711,1.016524082,2020-08-26 00:00:00.000,2021-10-07 10:30:51.51
219,2020-08-25,00:00,17944,14283,50362,310,3351,1757531,1825837,1775475,1.010659119,2020-08-25 00:00:00.000,2021-10-07 10:30:51.51
218,2020-08-24,00:00,17664,14216,47995,309,3139,1738763,1804422,1756427,1.005678004,2020-08-24 00:00:00.000,2021-10-07 10:30:51.51
217,2020-08-23,00:00,17398,14197,47564,309,2892,1726224,1791186,1743622,0.997808011,2020-08-23 00:00:00.000,2021-10-07 10:30:51.51
216,2020-08-22,00:00,17002,14166,42427,309,2527,1716371,1775800,1733373,0.980862169,2020-08-22 00:00:00.000,2021-10-07 10:30:51.51
215,2020-08-21,00:00,16670,14118,38045,309,2243,1699408,1754123,1716078,0.971401067,2020-08-21 00:00:00.000,2021-10-07 10:30:51.51
214,2020-08-20,00:00,16346,14061,34998,307,1978,1682739,1734083,1699085,0.96204722,2020-08-20 00:00:00.000,2021-10-07 10:30:51.51
213,2020-08-19,00:00,16058,14004,31022,306,1748,1667984,1715064,1684042,0.953539164,2020-08-19 00:00:00.000,2021-10-07 10:30:51.51
212,2020-08-18,00:00,15761,13932,25219,306,1523,1656062,1697042,1671823,0.942743341,2020-08-18 00:00:00.000,2021-10-07 10:30:51.51
211,2020-08-17,00:00,15515,13915,22964,305,1295,1649991,1688470,1665506,0.931548731,2020-08-17 00:00:00.000,2021-10-07 10:30:51.51
210,2020-08-16,00:00,15318,13908,22005,305,1105,1644464,1681787,1659782,0.922892283,2020-08-16 00:00:00.000,2021-10-07 10:30:51.51
209,2020-08-15,00:00,15039,13899,21618,305,835,1638639,1675296,1653678,0.909427349,2020-08-15 00:00:00.000,2021-10-07 10:30:51.51
208,2020-08-14,00:00,14873,13861,20132,305,707,1630079,1665084,1644952,0.904160121,2020-08-14 00:00:00.000,2021-10-07 10:30:51.51
207,2020-08-13,00:00,14770,13814,17798,305,651,1622330,1654898,1637100,0.902205119,2020-08-13 00:00:00.000,2021-10-07 10:30:51.51
206,2020-08-12,00:00,14714,13783,17375,305,626,1614563,1646652,1629277,0.903099964,2020-08-12 00:00:00.000,2021-10-07 10:30:51.51
205,2020-08-11,00:00,14660,13725,17489,305,630,1605695,1637844,1620355,0.904740011,2020-08-11 00:00:00.000,2021-10-07 10:30:51.51
204,2020-08-10,00:00,14626,13654,16396,305,667,1597281,1628303,1611907,0.907372448,2020-08-10 00:00:00.000,2021-10-07 10:30:51.51
203,2020-08-09,00:00,14598,13638,16803,305,655,1593249,1624650,1607847,0.907922209,2020-08-09 00:00:00.000,2021-10-07 10:30:51.51
202,2020-08-08,00:00,14562,13625,16105,304,633,1589847,1620514,1604409,0.907623929,2020-08-08 00:00:00.000,2021-10-07 10:30:51.51
201,2020-08-07,00:00,14519,13540,17068,303,676,1582065,1613652,1596584,0.909379024,2020-08-07 00:00:00.000,2021-10-07 10:30:51.51
200,2020-08-06,00:00,14499,13496,18031,302,701,1573957,1606487,1588456,0.912773158,2020-08-06 00:00:00.000,2021-10-07 10:30:51.51
199,2020-08-05,00:00,14456,13402,18490,302,752,1565241,1598187,1579697,0.915112202,2020-08-05 00:00:00.000,2021-10-07 10:30:51.51
198,2020-08-04,00:00,14423,13346,18724,301,776,1556633,1589780,1571056,0.918044933,2020-08-04 00:00:00.000,2021-10-07 10:30:51.51
197,2020-08-03,00:00,14389,13275,17401,301,813,1547967,1579757,1562356,0.920980878,2020-08-03 00:00:00.000,2021-10-07 10:30:51.51
196,2020-08-02,00:00,14366,13254,17768,301,811,1544112,1576246,1558478,0.921796779,2020-08-02 00:00:00.000,2021-10-07 10:30:51.51
195,2020-08-01,00:00,14336,13228,18278,301,807,1539216,1571830,1553552,0.922788552,2020-08-01 00:00:00.000,2021-10-07 10:30:51.51
194,2020-07-31,00:00,14305,13179,18330,301,825,1531161,1563796,1545466,0.925610787,2020-07-31 00:00:00.000,2021-10-07 10:30:51.51
193,2020-07-30,00:00,14269,13128,19018,300,841,1522928,1556215,1537197,0.928247973,2020-07-30 00:00:00.000,2021-10-07 10:30:51.51
192,2020-07-29,00:00,14251,13066,19326,300,885,1513730,1547307,1527981,0.932668665,2020-07-29 00:00:00.000,2021-10-07 10:30:51.51
191,2020-07-28,00:00,14203,13002,20444,300,901,1503057,1537704,1517260,0.93609533,2020-07-28 00:00:00.000,2021-10-07 10:30:51.51
190,2020-07-27,00:00,14175,12899,18770,299,977,1494029,1526974,1508204,0.939859595,2020-07-27 00:00:00.000,2021-10-07 10:30:51.51
189,2020-07-26,00:00,14150,12884,19214,298,968,1489562,1522926,1503712,0.94100466,2020-07-26 00:00:00.000,2021-10-07 10:30:51.51
188,2020-07-25,00:00,14092,12860,19681,298,934,1484861,1518634,1498953,0.940122872,2020-07-25 00:00:00.000,2021-10-07 10:30:51.51
187,2020-07-24,00:00,13979,12811,20559,298,870,1475789,1510327,1489768,0.938334022,2020-07-24 00:00:00.000,2021-10-07 10:30:51.51
186,2020-07-23,00:00,13938,12752,21418,297,889,1465498,1500854,1479436,0.942115779,2020-07-23 00:00:00.000,2021-10-07 10:30:51.51
185,2020-07-22,00:00,13879,12692,21751,297,890,1456441,1492071,1470320,0.943944175,2020-07-22 00:00:00.000,2021-10-07 10:30:51.51
184,2020-07-21,00:00,13816,12638,23864,296,882,1444710,1482390,1458526,0.947257711,2020-07-21 00:00:00.000,2021-10-07 10:30:51.51
183,2020-07-20,00:00,13771,12567,21302,296,908,1435120,1470193,1448891,0.950451069,2020-07-20 00:00:00.000,2021-10-07 10:30:51.51
182,2020-07-19,00:00,13745,12549,21953,295,901,1429601,1465299,1443346,0.952301111,2020-07-19 00:00:00.000,2021-10-07 10:30:51.51
181,2020-07-18,00:00,13711,12513,22923,294,904,1423570,1460204,1437281,0.953954028,2020-07-18 00:00:00.000,2021-10-07 10:30:51.51
