SEQ,STATE_DT,STATE_TIME,DECIDE_CNT,CLEAR_CNT,EXAM_CNT,DEATH_CNT,CARE_CNT,RESULT_NEG_CNT,ACC_EXAM_CNT,ACC_EXAM_COMP_CNT,ACC_DEF_RATE,CREATE_DT,UPDATE_DT
180,2020-07-17,00:00,13672,12455,23110,293,924,1414235,1451017,1427907,0.957485326,2020-07-17 00:00:00.000,2021-10-07 10:30:51.51
179,2020-07-16,00:00,13612,12393,23404,291,928,1404332,1441348,1417944,0.959981494,2020-07-16 00:00:00.000,2021-10-07 10:30:51.51
178,2020-07-15,00:00,13551,12344,23297,289,918,1394468,1431316,1408019,0.96241599,2020-07-15 00:00:00.000,2021-10-07 10:30:51.51
177,2020-07-14,00:00,13512,12275,24289,289,948,1382815,1420616,1396327,0.967681639,2020-07-14 00:00:00.000,2021-10-07 10:30:51.51
176,2020-07-13,00:00,13479,12198,21845,289,992,1372988,1408312,1386467,0.972183254,2020-07-13 00:00:00.000,2021-10-07 10:30:51.51
175,2020-07-12,00:00,13417,12173,21830,289,955,1366897,1402144,1380314,0.972025206,2020-07-12 00:00:00.000,2021-10-07 10:30:51.51
174,2020-07-11,00:00,13373,12139,22950,288,946,1360618,1396941,1373991,0.973296041,2020-07-11 00:00:00.000,2021-10-07 10:30:51.51
173,2020-07-10,00:00,13338,12061,23527,288,989,1348025,1384890,1361363,0.97975338,2020-07-10 00:00:00.000,2021-10-07 10:30:51.51
172,2020-07-09,00:00,13293,12016,23912,287,990,1334566,1371771,1347859,0.986230756,2020-07-09 00:00:00.000,2021-10-07 10:30:51.51
171,2020-07-08,00:00,13243,11967,24012,285,991,1322479,1359734,1335722,0.991448819,2020-07-08 00:00:00.000,2021-10-07 10:30:51.51
170,2020-07-07,00:00,13181,11911,23675,285,985,1309338,1346194,1322519,0.996658649,2020-07-07 00:00:00.000,2021-10-07 10:30:51.51
169,2020-07-06,00:00,13137,11845,21292,284,1008,1297367,1331796,1310504,1.002438756,2020-07-06 00:00:00.000,2021-10-07 10:30:51.51
168,2020-07-05,00:00,13089,11828,21649,283,978,1291317,1326055,1304406,1.003445246,2020-07-05 00:00:00.000,2021-10-07 10:30:51.51
167,2020-07-04,00:00,13028,11808,22321,283,937,1284172,1319521,1297200,1.00431699,2020-07-04 00:00:00.000,2021-10-07 10:30:51.51
166,2020-07-03,00:00,12965,11755,21560,282,928,1273234,1307759,1286199,1.00800887,2020-07-03 00:00:00.000,2021-10-07 10:30:51.51
165,2020-07-02,00:00,12904,11681,19782,282,941,1263276,1295962,1276180,1.011142629,2020-07-02 00:00:00.000,2021-10-07 10:30:51.51
164,2020-07-01,00:00,12850,11611,19526,282,957,1252855,1285231,1265705,1.015244468,2020-07-01 00:00:00.000,2021-10-07 10:30:51.51
163,2020-06-30,00:00,12799,11533,20809,282,984,1240157,1273765,1252956,1.021504347,2020-06-30 00:00:00.000,2021-10-07 10:30:51.51
162,2020-06-29,00:00,12757,11425,18499,282,1050,1228698,1259954,1241455,1.027584568,2020-06-29 00:00:00.000,2021-10-07 10:30:51.51
161,2020-06-28,00:00,12715,11360,19005,282,1073,1219975,1251695,1232690,1.03148399,2020-06-28 00:00:00.000,2021-10-07 10:30:51.51
160,2020-06-27,00:00,12653,11314,19866,282,1057,1211261,1243780,1223914,1.033814467,2020-06-27 00:00:00.000,2021-10-07 10:30:51.51
159,2020-06-26,00:00,12602,11171,18828,282,1149,1200885,1232315,1213487,1.03849485,2020-06-26 00:00:00.000,2021-10-07 10:30:51.51
158,2020-06-25,00:00,12563,10973,18900,282,1308,1189015,1220478,1201578,1.045541779,2020-06-25 00:00:00.000,2021-10-07 10:30:51.51
157,2020-06-24,00:00,12535,10929,20245,281,1325,1175817,1208597,1188352,1.05482214,2020-06-24 00:00:00.000,2021-10-07 10:30:51.51
156,2020-06-23,00:00,12484,10907,22278,281,1296,1161250,1196012,1173734,1.063614073,2020-06-23 00:00:00.000,2021-10-07 10:30:51.51
155,2020-06-22,00:00,12438,10880,19403,280,1278,1150225,1182066,1162663,1.069785484,2020-06-22 00:00:00.000,2021-10-07 10:30:51.51
154,2020-06-21,00:00,12421,10867,20071,280,1274,1143971,1176463,1156392,1.074116736,2020-06-21 00:00:00.000,2021-10-07 10:30:51.51
153,2020-06-20,00:00,12373,10860,21470,280,1233,1137058,1170901,1149431,1.07644565,2020-06-20 00:00:00.000,2021-10-07 10:30:51.51
152,2020-06-19,00:00,12306,10835,21190,280,1191,1124567,1158063,1136873,1.082442806,2020-06-19 00:00:00.000,2021-10-07 10:30:51.51
151,2020-06-18,00:00,12257,10800,21714,280,1177,1111741,1145712,1123998,1.090482367,2020-06-18 00:00:00.000,2021-10-07 10:30:51.51
150,2020-06-17,00:00,12198,10774,21489,279,1145,1099136,1132823,1111334,1.097599821,2020-06-17 00:00:00.000,2021-10-07 10:30:51.51
149,2020-06-16,00:00,12155,10760,22632,278,1117,1084980,1119767,1097135,1.107885538,2020-06-16 00:00:00.000,2021-10-07 10:30:51.51
148,2020-06-15,00:00,12121,10730,20793,277,1114,1072805,1105719,1084926,1.117219055,2020-06-15 00:00:00.000,2021-10-07 10:30:51.51
147,2020-06-14,00:00,12084,10718,21356,277,1089,1066887,1100327,1078971,1.119955958,2020-06-14 00:00:00.000,2021-10-07 10:30:51.51
146,2020-06-13,00:00,12050,10691,23352,277,1082,1059302,1094704,1071352,1.124747049,2020-06-13 00:00:00.000,2021-10-07 10:30:51.51
145,2020-06-12,00:00,12002,10668,24244,277,1057,1045240,1081486,1057242,1.135217859,2020-06-12 00:00:00.000,2021-10-07 10:30:51.51
144,2020-06-11,00:00,11946,10653,25494,276,1017,1029448,1066888,1041394,1.147116269,2020-06-11 00:00:00.000,2021-10-07 10:30:51.51
143,2020-06-10,00:00,11901,10611,26223,276,1014,1013848,1051972,1025749,1.160225357,2020-06-10 00:00:00.000,2021-10-07 10:30:51.51
142,2020-06-09,00:00,11851,10590,27459,274,987,996687,1035997,1008538,1.175067276,2020-06-09 00:00:00.000,2021-10-07 10:30:51.51
141,2020-06-08,00:00,11813,10563,24374,273,977,982027,1018214,993840,1.188621911,2020-06-08 00:00:00.000,2021-10-07 10:30:51.51
140,2020-06-07,00:00,11776,10552,26481,273,951,974512,1012769,986288,1.193971741,2020-06-07 00:00:00.000,2021-10-07 10:30:51.51
139,2020-06-06,00:00,11719,10531,27954,273,915,965632,1005305,977351,1.199057452,2020-06-06 00:00:00.000,2021-10-07 10:30:51.51
138,2020-06-05,00:00,11668,10505,28766,273,890,950526,990960,962194,1.212645267,2020-06-05 00:00:00.000,2021-10-07 10:30:51.51
137,2020-06-04,00:00,11629,10498,28199,273,858,934030,973858,945659,1.229724457,2020-06-04 00:00:00.000,2021-10-07 10:30:51.51
136,2020-06-03,00:00,11590,10466,27865,273,851,917397,956852,928987,1.247595499,2020-06-03 00:00:00.000,2021-10-07 10:30:51.51
135,2020-06-02,00:00,11541,10445,28922,272,824,899388,939851,910929,1.266948357,2020-06-02 00:00:00.000,2021-10-07 10:30:51.51
134,2020-06-01,00:00,11503,10421,24058,271,811,885830,921391,897333,1.281909837,2020-06-01 00:00:00.000,2021-10-07 10:30:51.51
133,2020-05-31,00:00,11468,10404,23294,270,794,876060,910822,887528,1.292128248,2020-05-31 00:00:00.000,2021-10-07 10:30:51.51
132,2020-05-30,00:00,11441,10397,26298,269,775,865162,902901,876603,1.305151819,2020-05-30 00:00:00.000,2021-10-07 10:30:51.51
131,2020-05-29,00:00,11402,10362,24557,269,771,849161,885120,860563,1.324946576,2020-05-29 00:00:00.000,2021-10-07 10:30:51.51
130,2020-05-28,00:00,11344,10339,22370,269,736,834952,868666,846296,1.340429353,2020-05-28 00:00:00.000,2021-10-07 10:30:51.51
129,2020-05-27,00:00,11265,10294,21061,269,702,820550,852876,831815,1.354267475,2020-05-27 00:00:00.000,2021-10-07 10:30:51.51
128,2020-05-26,00:00,11225,10273,22044,269,683,806206,839475,817431,1.373204589,2020-05-26 00:00:00.000,2021-10-07 10:30:51.51
127,2020-05-25,00:00,11206,10224,19089,267,715,796142,826437,807348,1.388001209,2020-05-25 00:00:00.000,2021-10-07 10:30:51.51
126,2020-05-24,00:00,11190,10211,20333,266,713,788766,820289,799956,1.398826935,2020-05-24 00:00:00.000,2021-10-07 10:30:51.51
125,2020-05-23,00:00,11165,10192,21569,266,707,781686,814420,792851,1.408209109,2020-05-23 00:00:00.000,2021-10-07 10:30:51.51
124,2020-05-22,00:00,11142,10159,20286,264,719,770990,802418,782132,1.42456772,2020-05-22 00:00:00.000,2021-10-07 10:30:51.51
123,2020-05-21,00:00,11122,10132,18089,264,726,759473,788684,770595,1.443300307,2020-05-21 00:00:00.000,2021-10-07 10:30:51.51
122,2020-05-20,00:00,11110,10061,16351,263,786,748972,776433,760082,1.461684397,2020-05-20 00:00:00.000,2021-10-07 10:30:51.51
121,2020-05-19,00:00,11078,9930,16925,263,885,737571,765574,748649,1.479732158,2020-05-19 00:00:00.000,2021-10-07 10:30:51.51
120,2020-05-18,00:00,11065,9883,16093,263,919,726053,753211,737118,1.501116511,2020-05-18 00:00:00.000,2021-10-07 10:30:51.51
119,2020-05-17,00:00,11050,9860,17660,262,928,718943,747653,729993,1.513713145,2020-05-17 00:00:00.000,2021-10-07 10:30:51.51
118,2020-05-16,00:00,11037,9811,18343,262,964,711265,740645,722302,1.528031211,2020-05-16 00:00:00.000,2021-10-07 10:30:51.51
117,2020-05-15,00:00,11018,9774,19875,260,984,695854,726747,706872,1.558698039,2020-05-15 00:00:00.000,2021-10-07 10:30:51.51
115,2020-05-13,00:00,10962,9629,19579,259,1074,665379,695920,676341,1.62078005,2020-05-13 00:00:00.000,2021-10-07 10:30:51.51
114,2020-05-12,00:00,10936,9567,16330,258,1111,653624,680890,664560,1.645600096,2020-05-12 00:00:00.000,2021-10-07 10:30:51.51
113,2020-05-11,00:00,10909,9527,10922,256,1126,646661,668492,657570,1.658986876,2020-05-11 00:00:00.000,2021-10-07 10:30:51.51
112,2020-05-10,00:00,10874,9493,10128,256,1125,642884,663886,653758,1.663306606,2020-05-10 00:00:00.000,2021-10-07 10:30:51.51
111,2020-05-09,00:00,10840,9444,9153,256,1140,640037,660030,650877,1.665445238,2020-05-09 00:00:00.000,2021-10-07 10:30:51.51
110,2020-05-08,00:00,10822,9356,8867,256,1210,635174,654863,645996,1.675242571,2020-05-08 00:00:00.000,2021-10-07 10:30:51.51
109,2020-05-07,00:00,10810,9286,8429,256,1268,630149,649388,640959,1.686535332,2020-05-07 00:00:00.000,2021-10-07 10:30:51.51
108,2020-05-06,00:00,10806,9195,8009,255,1356,624280,643095,635086,1.701501844,2020-05-06 00:00:00.000,2021-10-07 10:30:51.51
107,2020-05-05,00:00,10804,9144,8858,254,1406,620575,640237,631379,1.711175063,2020-05-05 00:00:00.000,2021-10-07 10:30:51.51
106,2020-05-04,00:00,10801,9073,8176,252,1476,614944,633921,625745,1.726102486,2020-05-04 00:00:00.000,2021-10-07 10:30:51.51
105,2020-05-03,00:00,10793,9032,8588,250,1511,611592,630973,622385,1.734135623,2020-05-03 00:00:00.000,2021-10-07 10:30:51.51
104,2020-05-02,00:00,10780,8968,8496,250,1562,608286,627562,619066,1.741332911,2020-05-02 00:00:00.000,2021-10-07 10:30:51.51
103,2020-05-01,00:00,10774,8910,8685,248,1616,603610,623069,614384,1.753626397,2020-05-01 00:00:00.000,2021-10-07 10:30:51.51
102,2020-04-30,00:00,10765,8876,8634,247,1642,600482,619881,611247,1.761153838,2020-04-30 00:00:00.000,2021-10-07 10:30:51.51
101,2020-04-29,00:00,10761,8736,8307,246,1779,595129,614197,605890,1.776064962,2020-04-29 00:00:00.000,2021-10-07 10:30:51.51
100,2020-04-28,00:00,10752,8673,9203,244,1835,588559,608514,599311,1.794060179,2020-04-28 00:00:00.000,2021-10-07 10:30:51.51
99,2020-04-27,00:00,10738,8573,8895,243,1922,582027,601660,592765,1.811510464,2020-04-27 00:00:00.000,2021-10-07 10:30:51.51
98,2020-04-26,00:00,10728,8525,8999,242,1961,578558,598285,589286,1.820508208,2020-04-26 00:00:00.000,2021-10-07 10:30:51.51
97,2020-04-25,00:00,10718,8436,9259,240,2042,575184,595161,585902,1.829316166,2020-04-25 00:00:00.000,2021-10-07 10:30:51.51
96,2020-04-24,00:00,10708,8284,9600,240,2184,569212,589520,579920,1.846461581,2020-04-24 00:00:00.000,2021-10-07 10:30:51.51
95,2020-04-23,00:00,10702,8192,10139,240,2270,563130,583971,573832,1.865005786,2020-04-23 00:00:00.000,2021-10-07 10:30:51.51
94,2020-04-22,00:00,10694,8047,12121,238,2409,555144,577959,565838,1.88994023,2020-04-22 00:00:00.000,2021-10-07 10:30:51.51
93,2020-04-21,00:00,10683,7976,12721,237,2470,547610,571014,558293,1.913511364,2020-04-21 00:00:00.000,2021-10-07 10:30:51.51
92,2020-04-20,00:00,10674,7873,11981,236,2565,540380,563035,551054,1.937015247,2020-04-20 00:00:00.000,2021-10-07 10:30:51.51
91,2020-04-19,00:00,10661,7807,12243,234,2620,536205,559109,546866,1.949472083,2020-04-19 00:00:00.000,2021-10-07 10:30:51.51
90,2020-04-18,00:00,10653,7706,13550,232,2715,530631,554834,541284,1.968098078,2020-04-18 00:00:00.000,2021-10-07 10:30:51.51
89,2020-04-17,00:00,10635,7598,14186,230,2807,521642,546463,532277,1.998019828,2020-04-17 00:00:00.000,2021-10-07 10:30:51.51
88,2020-04-16,00:00,10613,7516,14268,229,2868,513894,538775,524507,2.023423901,2020-04-16 00:00:00.000,2021-10-07 10:30:51.51
87,2020-04-15,00:00,10591,7377,15026,225,2989,508935,534552,519526,2.038589022,2020-04-15 00:00:00.000,2021-10-07 10:30:51.51
86,2020-04-14,00:00,10564,7291,14651,222,3051,502223,527438,512787,2.060114628,2020-04-14 00:00:00.000,2021-10-07 10:30:51.51
85,2020-04-13,00:00,10537,7198,13391,217,3122,494815,518743,505352,2.08508129,2020-04-13 00:00:00.000,2021-10-07 10:30:51.51
84,2020-04-12,00:00,10512,7122,13788,214,3176,490321,514621,500833,2.098903227,2020-04-12 00:00:00.000,2021-10-07 10:30:51.51
83,2020-04-11,00:00,10480,6994,14070,211,3275,485929,510479,496409,2.111162368,2020-04-11 00:00:00.000,2021-10-07 10:30:51.51
82,2020-04-10,00:00,10450,6871,15298,208,3371,477303,503051,487753,2.142477853,2020-04-10 00:00:00.000,2021-10-07 10:30:51.51
81,2020-04-09,00:00,10423,6715,15509,204,3504,468779,494711,479202,2.175074395,2020-04-09 00:00:00.000,2021-10-07 10:30:51.51
80,2020-04-08,00:00,10384,6530,17858,200,3654,457761,486003,468145,2.218116182,2020-04-08 00:00:00.000,2021-10-07 10:30:51.51
79,2020-04-07,00:00,10331,6451,20650,192,3688,446323,477304,456654,2.262325524,2020-04-07 00:00:00.000,2021-10-07 10:30:51.51
78,2020-04-06,00:00,10284,6359,19295,186,3739,437225,466804,447509,2.298054341,2020-04-06 00:00:00.000,2021-10-07 10:30:51.51
77,2020-04-05,00:00,10237,6227,19571,183,3827,431425,461233,441662,2.317835811,2020-04-05 00:00:00.000,2021-10-07 10:30:51.51
76,2020-04-04,00:00,10156,6084,20144,177,3895,424732,455032,434888,2.33531392,2020-04-04 00:00:00.000,2021-10-07 10:30:51.51
75,2020-04-03,00:00,10062,5789,18908,174,4099,414303,443273,424365,2.371072072,2020-04-03 00:00:00.000,2021-10-07 10:30:51.51
74,2020-04-02,00:00,9976,5609,17885,169,4198,403882,431743,413858,2.410488622,2020-04-02 00:00:00.000,2021-10-07 10:30:51.51
73,2020-04-01,00:00,9887,5361,16585,165,4361,395075,421547,404962,2.441463644,2020-04-01 00:00:00.000,2021-10-07 10:30:51.51
72,2020-03-31,00:00,9786,5206,16892,162,4418,383886,410564,393672,2.485825764,2020-03-31 00:00:00.000,2021-10-07 10:30:51.51
71,2020-03-30,00:00,9661,5043,13531,158,4460,375710,398902,385371,2.506934876,2020-03-30 00:00:00.000,2021-10-07 10:30:51.51
70,2020-03-29,00:00,9583,4857,15028,152,4574,369530,394141,379113,2.527742388,2020-03-29 00:00:00.000,2021-10-07 10:30:51.51
69,2020-03-28,00:00,9478,4641,16564,144,4693,361883,387925,371361,2.552233541,2020-03-28 00:00:00.000,2021-10-07 10:30:51.51
68,2020-03-27,00:00,9332,4367,15219,139,4826,352410,376961,361742,2.579739151,2020-03-27 00:00:00.000,2021-10-07 10:30:51.51
67,2020-03-26,00:00,9241,4001,14369,131,5109,341332,364942,350573,2.635970254,2020-03-26 00:00:00.000,2021-10-07 10:30:51.51
66,2020-03-25,00:00,9137,3606,14278,126,5405,334481,357896,343618,2.659057442,2020-03-25 00:00:00.000,2021-10-07 10:30:51.51
65,2020-03-24,00:00,9037,3396,15440,120,5521,324105,348582,333142,2.712657065,2020-03-24 00:00:00.000,2021-10-07 10:30:51.51
64,2020-03-23,00:00,8961,3065,13628,111,5785,315447,338036,324408,2.762262336,2020-03-23 00:00:00.000,2021-10-07 10:30:51.51
63,2020-03-22,00:00,8897,2817,14540,104,5976,308343,331780,317240,2.804501324,2020-03-22 00:00:00.000,2021-10-07 10:30:51.51
62,2020-03-21,00:00,8799,2536,15704,102,6161,303006,327509,311805,2.82195603,2020-03-21 00:00:00.000,2021-10-07 10:30:51.51
61,2020-03-20,00:00,8652,2173,15525,94,6385,292487,316664,301139,2.873091828,2020-03-20 00:00:00.000,2021-10-07 10:30:51.51
60,2020-03-19,00:00,8565,1896,15904,91,6578,282555,307024,291120,2.942085738,2020-03-19 00:00:00.000,2021-10-07 10:30:51.51
59,2020-03-18,00:00,8413,1498,16346,84,6831,270888,295647,279301,3.012162506,2020-03-18 00:00:00.000,2021-10-07 10:30:51.51
58,2020-03-17,00:00,8320,1362,17291,81,6877,261105,286716,269425,3.088057901,2020-03-17 00:00:00.000,2021-10-07 10:30:51.51
57,2020-03-16,00:00,8236,1106,14971,75,7055,251297,274504,259533,3.173392208,2020-03-16 00:00:00.000,2021-10-07 10:30:51.51
56,2020-03-15,00:00,8162,807,16272,75,7280,243778,268212,251940,3.239660237,2020-03-15 00:00:00.000,2021-10-07 10:30:51.51
55,2020-03-14,00:00,8086,690,17634,72,7324,235615,261335,243701,3.318000336,2020-03-14 00:00:00.000,2021-10-07 10:30:51.51
54,2020-03-13,00:00,7979,490,17940,67,7422,222728,248647,230707,3.458499309,2020-03-13 00:00:00.000,2021-10-07 10:30:51.51
53,2020-03-12,00:00,7869,318,17727,66,7485,209402,234998,217271,3.621744273,2020-03-12 00:00:00.000,2021-10-07 10:30:51.51
52,2020-03-11,00:00,7755,272,18540,60,7423,196100,222395,203855,3.804174536,2020-03-11 00:00:00.000,2021-10-07 10:30:51.51
51,2020-03-10,00:00,7513,232,18452,54,7227,184179,210144,191692,3.919308057,2020-03-10 00:00:00.000,2021-10-07 10:30:51.51
50,2020-03-09,00:00,7382,159,17458,51,7172,171778,196618,179160,4.120339361,2020-03-09 00:00:00.000,2021-10-07 10:30:51.51
49,2020-03-08,00:00,7134,126,19376,50,6958,162008,188518,169142,4.21775786,2020-03-08 00:00:00.000,2021-10-07 10:30:51.51
48,2020-03-07,00:00,6767,115,19620,44,6608,151802,178189,158569,4.267542836,2020-03-07 00:00:00.000,2021-10-07 10:30:51.51
47,2020-03-06,00:00,6284,106,21832,42,6136,136624,164740,142908,4.397234584,2020-03-06 00:00:00.000,2021-10-07 10:30:51.51
46,2020-03-05,00:00,5766,86,21810,35,5645,118965,146541,124731,4.622748154,2020-03-05 00:00:00.000,2021-10-07 10:30:51.51
45,2020-03-04,00:00,5328,40,28414,32,5256,102965,136707,108293,4.919985595,2020-03-04 00:00:00.000,2021-10-07 10:30:51.51
44,2020-03-03,00:00,4812,34,35555,28,4750,85484,125851,90296,5.329139718,2020-03-03 00:00:00.000,2021-10-07 10:30:51.51
43,2020-03-02,00:00,4212,30,33799,23,4159,71580,109591,75792,5.557314756,2020-03-02 00:00:00.000,2021-10-07 10:30:51.51
42,2020-03-01,00:00,3526,28,33360,17,3481,60099,96985,63625,5.541846758,2020-03-01 00:00:00.000,2021-10-07 10:30:51.51
41,2020-02-29,00:00,2931,26,35182,16,2889,47580,85693,50511,5.802696442,2020-02-29 00:00:00.000,2021-10-07 10:30:51.51
40,2020-02-28,00:00,2022,25,30237,13,1984,38681,70940,40703,4.967692799,2020-02-28 00:00:00.000,2021-10-07 10:30:51.51
39,2020-02-27,00:00,1595,23,25568,12,1560,30827,57990,32422,4.919499106,2020-02-27 00:00:00.000,2021-10-07 10:30:51.51
38,2020-02-26,00:00,1146,21,20716,11,1114,24265,46127,25411,4.509857936,2020-02-26 00:00:00.000,2021-10-07 10:30:51.51
37,2020-02-25,00:00,893,21,13880,8,864,21943,36716,22836,3.910492205,2020-02-25 00:00:00.000,2021-10-07 10:30:51.51
36,2020-02-24,16:00,763,17,11631,7,739,16221,28615,16984,4.492463495,2020-02-24 16:00:00.000,2021-10-07 10:30:51.51
35,2020-02-23,16:00,556,17,8057,3,536,14020,22633,14576,3.814489572,2020-02-23 16:00:00.000,2021-10-07 10:30:51.51
34,2020-02-22,16:00,346,17,6037,3,326,13238,19621,13584,2.547114252,2020-02-22 16:00:00.000,2021-10-07 10:30:51.51
33,2020-02-21,16:00,156,16,3180,1,139,11480,14816,11636,1.340666896,2020-02-21 16:00:00.000,2021-10-07 10:30:51.51
32,2020-02-20,16:00,82,16,1860,1,65,10219,12161,10301,0.796039219,2020-02-20 16:00:00.000,2021-10-07 10:30:51.51
31,2020-02-19,16:00,66,12,1149,0,54,9196,10411,9262,0.712589074,2020-02-19 16:00:00.000,2021-10-07 10:30:51.51
30,2020-02-18,16:00,32,10,818,0,22,8415,9265,8447,0.378832722,2020-02-18 16:00:00.000,2021-10-07 10:30:51.51
29,2020-02-17,16:00,30,9,708,0,21,7433,8171,7463,0.401983117,2020-02-17 16:00:00.000,2021-10-07 10:30:51.51
28,2020-02-16,16:00,30,9,485,0,21,7404,7919,7434,0.403551251,2020-02-16 16:00:00.000,2021-10-07 10:30:51.51
27,2020-02-15,16:00,28,7,558,0,21,6933,7519,6961,0.402241057,2020-02-15 16:00:00.000,2021-10-07 10:30:51.51
26,2020-02-14,16:00,28,7,535,0,21,6291,6854,6319,0.443108087,2020-02-14 16:00:00.000,2021-10-07 10:30:51.51
25,2020-02-13,16:00,28,7,562,0,21,5207,5797,5235,0.534861509,2020-02-13 16:00:00.000,2021-10-07 10:30:51.51
24,2020-02-12,16:00,28,4,785,0,24,4261,5074,4289,0.652832828,2020-02-12 16:00:00.000,2021-10-07 10:30:51.51
23,2020-02-11,16:00,28,4,762,0,24,2839,3629,2867,0.976630624,2020-02-11 16:00:00.000,2021-10-07 10:30:51.51
22,2020-02-10,16:00,28,3,531,0,25,2217,2776,2245,1.247216036,2020-02-10 16:00:00.000,2021-10-07 10:30:51.51
21,2020-02-09,16:00,27,2,888,0,25,1425,2340,1452,1.859504132,2020-02-09 16:00:00.000,2021-10-07 10:30:51.51
20,2020-02-08,16:00,24,2,620,0,22,1057,1701,1081,2.220166512,2020-02-08 16:00:00.000,2021-10-07 10:30:51.51
19,2020-02-07,16:00,24,2,327,0,22,779,1130,803,2.98879203,2020-02-07 16:00:00.000,2021-10-07 10:30:51.51
18,2020-02-06,09:00,24,0,169,0,24,692,885,716,3.351955307,2020-02-06 09:00:00.000,2021-10-07 10:30:51.51
17,2020-02-05,19:00,21,0,40,0,21,653,714,674,3.115727003,2020-02-05 19:00:00.000,2021-10-07 10:30:51.51
16,2020-02-04,00:00,16,0,0,0,16,591,607,607,2.635914333,2020-02-04 00:00:00.000,2021-10-07 10:30:51.51
15,2020-02-03,00:00,15,0,0,0,15,475,490,490,3.06122449,2020-02-03 00:00:00.000,2021-10-07 10:30:51.51
14,2020-02-02,00:00,15,0,0,0,15,414,429,429,3.496503497,2020-02-02 00:00:00.000,2021-10-07 10:30:51.51
13,2020-02-01,00:00,12,0,0,0,12,359,371,371,3.234501348,2020-02-01 00:00:00.000,2021-10-07 10:30:51.51
12,2020-01-31,00:00,11,0,0,0,11,324,335,335,3.28358209,2020-01-31 00:00:00.000,2021-10-07 10:30:51.51
11,2020-01-30,00:00,7,0,0,0,7,268,275,275,2.545454545,2020-01-30 00:00:00.000,2021-10-07 10:30:51.51
10,2020-01-29,00:00,4,0,0,0,4,204,208,208,1.923076923,2020-01-29 00:00:00.000,2021-10-07 10:30:51.51
9,2020-01-28,00:00,4,0,0,0,4,133,137,137,2.919708029,2020-01-28 00:00:00.000,2021-10-07 10:30:51.51
8,2020-01-27,10:00,4,0,0,0,4,80,84,84,4.761904762,2020-01-27 10:00:00.000,2021-10-07 10:30:51.51
7,2020-01-26,09:00,3,0,0,0,3,53,56,56,5.357142857,2020-01-26 09:00:00.000,2021-10-07 10:30:51.51
6,2020-01-25,00:00,2,0,0,0,2,45,47,47,4.255319149,2020-01-25 00:00:00.000,2021-10-07 10:30:51.51
5,2020-01-24,00:00,2,0,0,0,2,27,29,29,6.896551724,2020-01-24 00:00:00.000,2021-10-07 10:30:51.51
4,2020-01-23,09:00,1,0,0,0,1,24,25,25,4,2020-01-23 09:00:00.000,2021-10-07 10:30:51.51
3,2020-01-22,12:00,1,0,0,0,1,20,21,21,4.761904762,2020-01-22 12:00:00.000,2021-10-07 10:30:51.51
2,2020-01-21,09:00,1,0,0,0,1,14,15,15,6.666666667,2020-01-21 09:00:00.000,2021-10-07 10:30:51.51
1,2020-01-20,17:00,1,0,0,0,1,3,4,4,25,2020-01-20 17:00:00.000,2021-10-07 10:30:51.51
